TIGR02140	143
TIGR02141	143
TIGR02142	143
TIGR02185	141
TIGR02222	95
TIGR02222	97
TIGR02294	145
TIGR02315	143
TIGR02357	147
TIGR02358	146
TIGR02358	162
TIGR02359	147
TIGR02359	162
TIGR02454	145
TIGR02477	116
TIGR02497	97
TIGR02497	187
TIGR02498	187
TIGR02499	97
TIGR02499	187
TIGR02500	97
TIGR02500	187
TIGR02501	187
TIGR02502	97
TIGR02502	187
TIGR02503	95
TIGR02503	187
TIGR02508	95
TIGR02508	97
TIGR02508	187
TIGR02509	187
TIGR02516	97
TIGR02516	187
TIGR02517	97
TIGR02533	97
TIGR02533	187
TIGR02544	97
TIGR02544	187
TIGR02546	97
TIGR02546	187
TIGR02551	97
TIGR02551	187
TIGR02554	97
TIGR02554	187
TIGR02568	97
TIGR02568	187
TIGR02572	97
TIGR02601	97
TIGR02601	187
TIGR02633	144
TIGR02634	144
TIGR02698	145
TIGR02698	261
TIGR02711	144
TIGR02718	145
TIGR02769	145
TIGR02770	145
TIGR02789	145
TIGR02790	145
TIGR02797	145
TIGR02805	145
TIGR02995	142
TIGR03002	90
TIGR03002	147
TIGR03015	97
TIGR03027	90
TIGR03136	145
TIGR03261	142
TIGR03262	142
TIGR03265	142
TIGR03344	187
TIGR03345	97
TIGR03345	187
TIGR03347	97
TIGR03347	187
TIGR03348	187
TIGR03349	97
TIGR03349	187
TIGR03350	97
TIGR03350	187
TIGR03352	97
TIGR03352	187
TIGR03353	97
TIGR03353	187
TIGR03354	97
TIGR03354	187
TIGR03355	97
TIGR03355	187
TIGR03358	97
TIGR03358	187
TIGR03362	97
TIGR03362	187
TIGR03373	97
TIGR03373	187
TIGR03375	97
TIGR03375	187
TIGR03407	142
TIGR03408	142
TIGR03409	142
TIGR03410	142
TIGR03411	142
TIGR03414	142
TIGR03415	142
TIGR03427	141
TIGR03441	147
TIGR03496	188
TIGR03497	188
TIGR03608	94
TIGR03608	141
TIGR03647	141
TIGR03661	187
TIGR03669	142
TIGR03708	103
TIGR03770	141
TIGR03771	141
TIGR03772	141
TIGR03794	142
TIGR03794	706
TIGR03796	142
TIGR03796	706
TIGR03797	142
TIGR03797	706
TIGR03810	142
TIGR03816	157
TIGR03850	144
TIGR03851	144
TIGR03861	144
TIGR03863	144
TIGR03864	144
TIGR03919	97
TIGR03920	97
TIGR03921	97
TIGR03921	140
TIGR03922	97
TIGR03923	97
TIGR03924	97
TIGR03925	97
TIGR03926	97
TIGR03927	97
TIGR03928	97
TIGR03931	97
TIGR04028	141
TIGR04056	141
TIGR04060	144
TIGR04077	263
TIGR04406	90
TIGR04406	147
TIGR04407	90
TIGR04407	147
TIGR04408	90
TIGR04408	147
TIGR04409	90
TIGR04409	147
TIGR04411	97
TIGR04414	140
TIGR04518	141
TIGR04520	141
TIGR04521	141
TIGR04522	141
TIGR04549	703
