215	PF12849;PF00528	TIGR02136;TIGR00974	COG0581;COG0226
216	PF00005;PF02653		COG1172;COG1129
217	PF00005;PF01032		COG0609;COG1120
218	PF00528	TIGR01726	COG0834;COG0765
219	PF00528	TIGR02138;TIGR00974	COG0581;COG0573
220	PF00005;PF00528;PF00571	TIGR01186	COG1174;COG1125
221	PF00893		COG2076
222	PF00005		COG1131
223	PF00005;PF00528		COG1116;COG0600
224	PF00005;PF00324		COG1113;COG0488
225	PF00361;PF04039	TIGR00943;TIGR00944	COG0651;COG2111
226	PF01313;PF01311	TIGR01400;TIGR01402	COG1987;COG1684
227	PF02687;PF12704;PF16576	TIGR01730	COG0845;COG0577
228	PF00528;PF12911		COG0601;COG1173
229	PF00528	TIGR01726	COG0834;COG0765
230	PF00005;PF01032		COG0609;COG1120
231	PF02080;PF00999		COG0490;COG0475
232	PF00528		COG1175;COG1653
233	PF00528		COG0600;COG0715
234	PF02080;PF02386;PF02254	TIGR00933	COG0569;COG0168
235	PF00528	TIGR01256;TIGR02141	COG0725;COG4149
236	PF00005		COG1131;COG1277
237	PF00528;PF04069		COG1174;COG1732
238	PF00005;PF00528;PF08352	TIGR01727	COG0601;COG0444
239	PF00528		COG1175;COG0395
240	PF00005;PF16576		COG0845;COG1136
241	PF02687;PF16576;PF12704		COG0845;COG0577
242	PF00005;PF02687;PF12704		COG1136;COG0577
243	PF00005		COG1131;COG0842
244	PF00528	TIGR01726	COG0834;COG0765
245	PF00528	TIGR01726	COG0765;COG0834
246	PF00005;PF03180;PF09383		COG1135;COG1464
247	PF00528;PF12911		COG0601;COG1173
248	PF00528	TIGR01726	COG0765
249	PF00950		COG1108
250	PF00528;PF01547		COG0395
251	PF00005;PF09084	TIGR01728	COG1116;COG0715
252	PF00005		COG1131;COG1277
253	PF02874;PF00006;PF02108	TIGR03497;TIGR01026;TIGR03825	COG1317
254	PF00528;PF04069		COG4176;COG2113
255	PF00005;PF02687;PF12704		COG0577;COG1136
256			COG0842
257	PF12849;PF00528	TIGR02138;TIGR02136	COG0573;COG0226
258	PF00528;PF01547		COG1175
