	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
542	mg	-1.0	0	order	120709	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
543	mg	-1.0	0	order	120717	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
544	mg	-1.0	0	order	120802	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
545	mg	-1.0	0	order	120806	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
546	mg	-1.0	0	order	120813	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
547	mg	-1.0	0	order	120820	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
548	mg	-1.0	0	order	120823	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
549	mg	-1.0	0	order	120828	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
550	mg	-1.0	0	order	120903	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
551	mg	-1.0	0	order	120920	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
552	mg	-1.0	0	order	120924	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
553	mg	-1.0	0	order	121001	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
554	mg	-1.0	0	order	121004	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
555	mg	-1.0	0	order	121015	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
556	mg	-1.0	0	order	121022	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
557	mg	-1.0	0	order	121028	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
558	mg	-1.0	0	order	121105	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
559	mg	-1.0	0	order	121128	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
560	mg	-1.0	0	order	121220	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
400	mt	1.5143607639586323	3	order	120516	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
401	mt	0.5363032720909545	2	order	120613	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
402	mt	1.86923954457821	4	order	120712	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
403	mt	2.1218452445735676	5	order	120813	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
404	mt	1.6513506070160078	6	order	120927	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
405	mt	0.9362399536305821	3	order	121024	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
406	mt	0.8305707602592387	2	order	121220	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
407	mt	0.7528118530080778	3	order	130123	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
408	mt	1.772383584860318	4	order	130226	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
409	mt	0.9999965002808956	2	order	130403	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
410	mt	-0.0	1	order	130416	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
411	mt	1.5080180966830317	3	order	130422	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
412	mt	0.9999991192605026	2	order	130507	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
413	mt	-1.0	0	order	130605	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
414	mt	1.8287498459871514	4	order	130705	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
415	mt	1.4213900839208407	3	order	130815	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
416	mt	0.32229771741801166	2	order	130905	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
417	mt	-0.0	1	order	131003	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
418	mt	1.0704585607105943	3	order	140408	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
419	mt	-1.0	0	order	140506	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
420	mt	0.7878539233600697	2	order	140604	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
421	mt	0.654660520638685	2	order	140709	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
422	mt	1.7698031230873121	4	order	140820	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
423	mt	0.9543469716580979	2	order	140916	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
424	mt	0.2911843344408818	2	order	141013	all	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
400	mt	1.5143607639586323	3	order	120516	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
401	mt	0.5363032720909545	2	order	120613	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
402	mt	1.86923954457821	4	order	120712	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
403	mt	1.8664964557925015	4	order	120813	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
404	mt	1.853116032462937	5	order	120927	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
405	mt	0.8273953242241752	2	order	121024	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
406	mt	0.8305707602592387	2	order	121220	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
407	mt	0.7528118530080778	3	order	130123	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
408	mt	1.772383584860318	4	order	130226	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
409	mt	0.9999965002808956	2	order	130403	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
410	mt	-0.0	1	order	130416	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
411	mt	1.5080180966830317	3	order	130422	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
412	mt	0.9999991192605026	2	order	130507	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
413	mt	-1.0	0	order	130605	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
414	mt	1.3771640120762003	3	order	130705	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
415	mt	0.9660219775241877	2	order	130815	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
416	mt	-0.0	1	order	130905	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
417	mt	-1.0	0	order	131003	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
418	mt	1.0704585607105943	3	order	140408	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
419	mt	-1.0	0	order	140506	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
420	mt	0.7878539233600697	2	order	140604	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
421	mt	-0.0	1	order	140709	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
422	mt	1.273695179417409	3	order	140820	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
423	mt	-0.0	1	order	140916	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
424	mt	-0.0	1	order	141013	Bacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
400	mt	-1	0	order	120516	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
401	mt	-1	0	order	120613	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
402	mt	-1	0	order	120712	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
403	mt	-0.0	1	order	120813	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
404	mt	-0.0	1	order	120927	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
405	mt	-0.0	1	order	121024	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
406	mt	-1	0	order	121220	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
407	mt	-1	0	order	130123	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
408	mt	-1	0	order	130226	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
409	mt	-1	0	order	130403	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
410	mt	-1	0	order	130416	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
411	mt	-1	0	order	130422	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
412	mt	-1	0	order	130507	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
413	mt	-1	0	order	130605	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
414	mt	-0.0	1	order	130705	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
415	mt	-0.0	1	order	130815	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
416	mt	-0.0	1	order	130905	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
417	mt	-0.0	1	order	131003	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
418	mt	-1	0	order	140408	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
419	mt	-1	0	order	140506	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
420	mt	-1	0	order	140604	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
421	mt	-0.0	1	order	140709	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
422	mt	-0.0	1	order	140820	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
423	mt	-0.0	1	order	140916	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
424	mt	-0.0	1	order	141013	Eukaryota	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
400	mt	-1.0	0	order	120516	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
401	mt	-1.0	0	order	120613	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
402	mt	-1.0	0	order	120712	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
403	mt	-1.0	0	order	120813	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
404	mt	-1.0	0	order	120927	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
405	mt	-1.0	0	order	121024	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
406	mt	-1.0	0	order	121220	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
407	mt	-1.0	0	order	130123	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
408	mt	-1.0	0	order	130226	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
409	mt	-1.0	0	order	130403	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
410	mt	-1.0	0	order	130416	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
411	mt	-1.0	0	order	130422	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
412	mt	-1.0	0	order	130507	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
413	mt	-1.0	0	order	130605	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
414	mt	-1.0	0	order	130705	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
415	mt	-1.0	0	order	130815	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
416	mt	-1.0	0	order	130905	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
417	mt	-1.0	0	order	131003	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
418	mt	-1.0	0	order	140408	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
419	mt	-1.0	0	order	140506	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
420	mt	-1.0	0	order	140604	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
421	mt	-1.0	0	order	140709	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
422	mt	-1.0	0	order	140820	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
423	mt	-1.0	0	order	140916	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
424	mt	-1.0	0	order	141013	Cyanobacteria	T94	nucleoside	2a	ncs2: uracil-xanthine permease	NUC
561	mg	2.830979050243847	21	order	120314	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
562	mg	2.5616995762729204	19	order	120322	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
563	mg	2.6699122005678775	16	order	120328	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
564	mg	2.7470073538185895	14	order	120403	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
565	mg	2.775927961940351	13	order	120416	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
566	mg	2.7960617369252283	13	order	120419	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
567	mg	2.5866717323097346	10	order	120423	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
568	mg	2.6393320300308285	8	order	120516	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
569	mg	2.713794725368485	12	order	120531	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
570	mg	2.4733904014814865	10	order	120604	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
571	mg	2.5783900639186346	14	order	120613	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
572	mg	2.4936003189762572	14	order	120619	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
573	mg	2.572784555407831	14	order	120628	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
574	mg	2.724705512840182	13	order	120705	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
575	mg	2.5457534281041125	11	order	120709	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
576	mg	2.4964921495910595	11	order	120717	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
577	mg	2.6107761450087614	15	order	120802	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
578	mg	2.5346949796339144	16	order	120806	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
579	mg	2.8682268045901536	19	order	120813	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
580	mg	2.669972901637351	16	order	120820	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
581	mg	2.7898940449322773	24	order	120823	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
582	mg	2.599068113841535	13	order	120828	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
583	mg	2.6421166721908684	13	order	120903	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
584	mg	2.6258477574031467	22	order	120920	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
585	mg	2.401230781084042	21	order	120924	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
586	mg	2.6381066912490705	18	order	121001	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
587	mg	2.3721511993576474	15	order	121004	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
588	mg	2.568850236664858	16	order	121015	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
589	mg	2.8286573495716625	17	order	121022	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
590	mg	2.8987989686978572	15	order	121028	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
591	mg	2.49492914309101	15	order	121105	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
592	mg	2.7177439194761575	18	order	121128	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
593	mg	2.836919692583532	23	order	121220	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
561	mg	2.8236536089546274	20	order	120314	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
562	mg	2.5616995762729204	19	order	120322	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
563	mg	2.6590350955941044	15	order	120328	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
564	mg	2.7470073538185895	14	order	120403	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
565	mg	2.775927961940351	13	order	120416	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
566	mg	2.7960617369252283	13	order	120419	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
567	mg	2.5866717323097346	10	order	120423	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
568	mg	2.6393320300308285	8	order	120516	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
569	mg	2.713794725368485	12	order	120531	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
570	mg	2.4733904014814865	10	order	120604	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
571	mg	2.5783900639186346	14	order	120613	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
572	mg	2.4936003189762572	14	order	120619	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
573	mg	2.572784555407831	14	order	120628	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
574	mg	2.662662302252332	11	order	120705	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
575	mg	2.5457534281041125	11	order	120709	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
576	mg	2.4964921495910595	11	order	120717	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
577	mg	2.563426490926522	13	order	120802	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
578	mg	2.4657181497295673	14	order	120806	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
579	mg	2.754431375495566	17	order	120813	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
580	mg	2.645859535621538	15	order	120820	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
581	mg	2.7160092563880034	22	order	120823	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
582	mg	2.573088384119835	12	order	120828	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
583	mg	2.6140460740714904	12	order	120903	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
584	mg	2.6167764519946344	20	order	120920	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
585	mg	2.363090991835127	19	order	120924	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
586	mg	2.606666467403934	17	order	121001	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
587	mg	2.3422008650223796	14	order	121004	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
588	mg	2.5443467286902752	14	order	121015	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
589	mg	2.762855523815194	15	order	121022	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
590	mg	2.7461302498473232	14	order	121028	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
591	mg	2.4804577538984276	14	order	121105	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
592	mg	2.6721137024246078	16	order	121128	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
593	mg	2.8097774854060744	22	order	121220	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
561	mg	-1	0	order	120314	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
562	mg	-1	0	order	120322	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
563	mg	-1	0	order	120328	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
564	mg	-1	0	order	120403	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
565	mg	-1	0	order	120416	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
566	mg	-1	0	order	120419	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
567	mg	-1	0	order	120423	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
568	mg	-1	0	order	120516	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
569	mg	-1	0	order	120531	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
570	mg	-1	0	order	120604	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
571	mg	-1	0	order	120613	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
572	mg	-1	0	order	120619	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
573	mg	-1	0	order	120628	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
574	mg	-1	0	order	120705	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
575	mg	-1	0	order	120709	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
576	mg	-1	0	order	120717	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
577	mg	-1	0	order	120802	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
578	mg	-1	0	order	120806	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
579	mg	-1	0	order	120813	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
580	mg	-1	0	order	120820	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
581	mg	-1	0	order	120823	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
582	mg	-1	0	order	120828	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
583	mg	-1	0	order	120903	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
584	mg	-1	0	order	120920	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
585	mg	-1	0	order	120924	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
586	mg	-1	0	order	121001	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
587	mg	-1	0	order	121004	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
588	mg	-1	0	order	121015	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
589	mg	-1	0	order	121022	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
590	mg	-1	0	order	121028	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
591	mg	-1	0	order	121105	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
592	mg	-1	0	order	121128	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
593	mg	-1	0	order	121220	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
561	mg	-0.0	1	order	120314	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
562	mg	-1.0	0	order	120322	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
563	mg	-0.0	1	order	120328	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
564	mg	-1.0	0	order	120403	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
565	mg	-1.0	0	order	120416	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
566	mg	-1.0	0	order	120419	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
567	mg	-1.0	0	order	120423	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
568	mg	-1.0	0	order	120516	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
569	mg	-1.0	0	order	120531	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
570	mg	-1.0	0	order	120604	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
571	mg	-1.0	0	order	120613	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
572	mg	-1.0	0	order	120619	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
573	mg	-1.0	0	order	120628	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
574	mg	-0.0	1	order	120705	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
575	mg	-1.0	0	order	120709	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
576	mg	-1.0	0	order	120717	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
577	mg	-0.0	1	order	120802	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
578	mg	-0.0	1	order	120806	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
579	mg	-0.0	1	order	120813	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
580	mg	-0.0	1	order	120820	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
581	mg	-0.0	1	order	120823	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
582	mg	-0.0	1	order	120828	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
583	mg	-0.0	1	order	120903	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
584	mg	-0.0	1	order	120920	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
585	mg	-0.0	1	order	120924	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
586	mg	-0.0	1	order	121001	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
587	mg	-0.0	1	order	121004	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
